ID,이름,위도,경도,지역코드
216,감천동편부두 / 감천항,35.05479719,129.0128152,2
217,영주하늘눈전망대,35.11461027,129.0307259,2
218,이중섭거리,35.14033556,129.0521956,2
219,구상반려암 (부산 국가지질공원),35.16311949,129.0721766,2
220,장림포구,35.07936276,128.9513755,2
221,재한유엔기념공원 (UN기념공원),35.1277711,129.0953116,2
222,구덕문화공원,35.12645293,129.0057695,2
223,금강사(부산),35.22500987,129.0771855,2
224,청사포,35.16044424,129.192219,2
225,재난안전체험관,35.29182234,129.105109,2
226,천마산하늘전망대,35.09364848,129.0173416,2
227,청학 수변공원,35.09772939,129.0611626,2
228,낙동강하구 (부산 국가지질공원),35.10455151,128.9460086,2
229,센텀 APEC나루공원,35.1679172,129.1273244,2
230,보광사(부산),35.14088263,129.0468822,2
231,민락수변공원,35.15718235,129.1308883,2
232,부산 암남공원,35.06164924,129.0151037,2
233,두송반도 (부산 국가지질공원),35.05959616,128.9862008,2
234,깡깡이 예술마을,35.0932044,129.0342207,2
235,해운대 관광특구,35.1584383,129.1598691,2
236,화명생태공원,35.2310995,129.0039112,2
237,대천천,35.24379019,129.0278977,2
238,오시리아 해안산책로,35.19748523,129.2294675,2
239,감지해변,35.06253361,129.0764901,2
240,부산롯데월드,35.19606841,129.2129995,2
241,일광해수욕장,35.25996997,129.2336848,2
242,절영해안산책로,35.08124753,129.0411871,2
243,부산동명불원,35.119175,129.1040278,2
244,국립 달음산자연휴양림,35.30275594,129.1854434,2
245,영도 청학배수지 전망대,35.08839152,129.0600713,2
246,척판암(부산),35.37605124,129.2249379,2
247,캐비네 드 쁘아쏭(미디어 갤러리),35.20020436,129.2289258,2
248,맥도생태공원,35.15234909,128.954926,2
249,마린시티,35.15603272,129.1436567,2
250,대신공원,35.12169252,129.0148105,2
251,마하사(부산),35.1639058,129.0876863,2
252,송도반도 (부산 국가지질공원),35.06596551,129.0195116,2
253,부산 차이나타운특구(상해문.상해거리),35.11343277,129.0385614,2
254,월전포구(월전방파제),35.23832539,129.2451761,2
255,화명수목원,35.25105354,129.0426767,2
256,법륜사(부산),35.20378468,129.0882185,2
257,대항 어촌체험 휴양마을,35.01172084,128.8276908,2
258,부산 송도해상케이블카,35.07668105,129.0234248,2
259,부산남항,35.09190182,129.0372454,2
260,옥련선원,35.16137903,129.1266024,2
261,부산 치유의 숲,35.26900869,129.1298103,2
262,송정역,35.18098098,129.2003621,2
263,F1963,35.17678543,129.1155141,2
264,부산 자갈치 양곱창 골목,35.0973677,129.0277461,2
265,용호별빛공원,35.13225717,129.1201732,2
266,동래온천길(온천천 산책코스),35.19162797,129.1024593,2
267,168계단,35.11712952,129.0353644,2
268,아홉산숲,35.28714077,129.1715589,2
269,장미원,35.23339658,129.0099162,2
270,부산 영화의 전당,35.17079465,129.1270577,2
271,선암사(부산),35.1768588,129.0275329,2
272,75광장,35.07062125,129.058222,2
273,해운대 달맞이길,35.15771936,129.1825699,2
274,해운대 그린레일웨이 (미포~송정 구간),35.1603383,129.1711291,2
275,우암동 도시 숲,35.12774291,129.0728164,2
276,해운대수목원,35.23044085,129.132625,2
277,동래향교,35.20772027,129.0841215,2
278,기장해녀촌(연화리횟촌),35.21842174,129.2281143,2
279,하리선착장,35.07041337,129.0815033,2
280,신세계 센텀시티,35.16878659,129.1297408,2
281,부산 부평 족발 골목,35.09921469,129.0264573,2
282,금수사(부산),35.12042071,129.0296787,2
283,금련산,35.16022306,129.0974161,2
284,금정산성,35.25878903,129.0559837,2
285,홍연폭포,35.29587026,129.1667036,2
286,오륜대전망대,35.24839125,129.1131429,2
287,소름요,35.24337476,129.2417735,2
288,부산 감천문화마을,35.0975007,129.0106254,2
289,부산영화촬영스튜디오,35.162518,129.1380958,2
290,송상현광장,35.16518861,129.0669242,2
291,홍법사(부산),35.30275178,129.1106444,2
292,흰여울문화마을,35.07727585,129.04637,2
293,태종대 전망대,35.05039907,129.0883893,2
294,25의용단,35.17194983,129.1138921,2
295,안데르센 동화마을,35.36011997,129.2399149,2
296,부산 가톨릭 특성화 거리,35.24405812,129.0976416,2
297,낙동강 생태탐방선,35.11025093,128.9492082,2
298,부산진성공원,35.13590845,129.0611255,2
299,서면1번가,35.15357586,129.0582864,2
300,부산 올림픽동산,35.16446214,129.133174,2
301,죽성항(황학대),35.24264716,129.2468481,2
302,황령산 전망대,35.15793416,129.0827286,2
303,부산 복천동 고분군,35.20687327,129.0906821,2
304,오륙도 (부산 국가지질공원),35.09204235,129.1269487,2
305,부산 칠드런스 뮤지엄,35.19205784,129.2177964,2
306,아미산 전망대,35.0527909,128.9608087,2
307,대연수목전시원,,,2
308,동백공원,35.15390811,129.1521171,2
309,용두산공원,35.10048411,129.0326928,2
310,역사의 디오라마,35.11468529,129.0322897,2
311,오륙도 등대,35.09120355,129.1269154,2
312,키자니아 부산,35.16990033,129.1283187,2
313,미포항,35.15845517,129.170682,2
314,곰내연밭,35.29540925,129.169545,2
315,청량사(부산),35.11775787,128.9190856,2
316,금정산성마을 먹거리촌,35.25138704,129.053823,2
317,옛백제병원,35.11636023,129.0392002,2
318,가덕해양파크휴게소,35.02305813,128.809631,2
319,수영사적공원,35.17069443,129.1145032,2
